time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-03-17T17:17:16.810Z,38.8111667,-122.8298333,2.05,0.26,md,14,45,0.002352,0.05,nc,nc73153396,2019-03-19T00:59:43.019Z,"7km WNW of The Geysers, CA",earthquake,0.33,0.27,0.294,3,reviewed,nc,nc
2019-03-17T17:09:17.280Z,40.4655,-111.9336667,8.79,0.81,md,13,90,0.01851,0.13,uu,uu60316857,2019-03-18T21:13:57.280Z,"2km S of Bluffdale, Utah",earthquake,0.45,0.91,0.232,7,reviewed,uu,uu
2019-03-17T17:07:52.040Z,60.9742,-149.973,36.9,1.7,ml,,,,0.63,ak,ak0193hz0cu8,2019-03-17T17:12:54.248Z,"27km S of Anchorage, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-03-17T17:00:00.960Z,40.4756667,-111.9425,7.67,1.04,md,14,58,0.02244,0.11,uu,uu60316852,2019-03-18T16:16:03.220Z,"1km SSW of Bluffdale, Utah",earthquake,0.42,0.86,0.215,8,reviewed,uu,uu
2019-03-17T16:49:43.836Z,40.0292,-119.7017,18.7,0.8,ml,3,250.25,0.127,0.0884,nn,nn00680382,2019-03-19T18:41:18.877Z,"42km N of Spanish Springs, Nevada",earthquake,,8.1,0.17,2,reviewed,nn,nn
2019-03-17T16:43:46.420Z,40.4765,-111.9325,5.59,1.03,md,16,64,0.02693,0.21,uu,uu60316847,2019-03-18T16:10:22.140Z,"1km SSE of Bluffdale, Utah",earthquake,0.56,1.5,0.322,10,reviewed,uu,uu
2019-03-17T16:43:15.150Z,40.4705,-111.9398333,8.2,1.14,md,17,59,0.01881,0.11,uu,uu60316842,2019-03-18T15:41:36.520Z,"2km S of Bluffdale, Utah",earthquake,0.35,0.65,0.252,10,reviewed,uu,uu
2019-03-17T16:39:43.490Z,40.4771667,-111.9388333,6.9,1,md,19,54,0.02496,0.17,uu,uu60316837,2019-03-18T15:35:55.440Z,"1km S of Bluffdale, Utah",earthquake,0.4,1.03,0.218,10,reviewed,uu,uu
2019-03-17T16:37:14.530Z,40.4878333,-111.926,2.99,0.95,md,14,66,0.03908,0.14,uu,uu60316832,2019-03-18T15:28:36.830Z,"1km E of Bluffdale, Utah",earthquake,0.41,1.55,0.249,5,reviewed,uu,uu
2019-03-17T16:34:47.421Z,66.3016,-157.2173,0,2.6,ml,,,,0.77,ak,ak0193hykp7k,2019-03-18T19:12:34.040Z,"69km SSW of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-03-17T16:33:55.150Z,38.8264999,-122.7796631,4.02,0.56,md,8,70,0.008586,0.03,nc,nc73153391,2019-03-17T17:35:04.036Z,"5km W of Cobb, CA",earthquake,0.86,2.82,,1,automatic,nc,nc
2019-03-17T16:32:23.350Z,38.7943344,-122.7613297,1.98,1.09,md,14,69,0.02081,0.03,nc,nc73153386,2019-03-17T17:08:03.877Z,"2km NNW of The Geysers, CA",earthquake,0.27,0.57,0.09,6,automatic,nc,nc
2019-03-17T16:28:03.070Z,40.4685,-111.9436667,8.67,2.26,ml,37,42,0.01558,0.19,uu,uu60316827,2019-03-19T13:51:32.676Z,"2km S of Bluffdale, Utah",earthquake,0.34,0.48,0.257,7,reviewed,uu,uu
2019-03-17T16:26:56.827Z,39.9914,-120.8995,0,1,ml,5,226.38,0.054,0.107,nn,nn00680172,2019-03-18T02:05:57.961Z,"6km N of East Quincy, California",earthquake,,0,0,1,reviewed,nn,nn
2019-03-17T16:21:29.370Z,32.9036667,-116.2818333,11.83,1.15,ml,44,64,0.1187,0.19,ci,ci38272743,2019-03-19T17:01:47.532Z,"25km ENE of Pine Valley, CA",earthquake,0.2,0.59,0.116,15,reviewed,ci,ci
2019-03-17T16:15:47.300Z,44.7646667,-110.958,8.61,0.26,md,9,133,0.03472,0.1,uu,uu60017759,2019-03-18T15:32:17.490Z,"16km NE of West Yellowstone, Montana",earthquake,0.36,0.79,0.197,7,reviewed,uu,uu
2019-03-17T16:15:16.080Z,44.7616667,-110.9556667,8.14,0.25,md,9,109,0.03605,0.13,uu,uu60316822,2019-03-18T15:30:43.410Z,"16km NE of West Yellowstone, Montana",earthquake,0.43,0.89,0.224,5,reviewed,uu,uu
2019-03-17T16:12:37.310Z,17.8873,-66.9273,3,1.76,md,4,245,0.1001,0.18,pr,pr2019076010,2019-03-17T21:11:11.970Z,"9km SSW of Guanica, Puerto Rico",earthquake,1.07,0.84,0.18,4,reviewed,pr,pr
2019-03-17T16:11:43.470Z,66.2234,-157.2042,0,1.7,ml,,,,0.77,ak,ak0193hyfrh6,2019-03-17T16:25:23.928Z,"77km S of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-17T16:03:14.210Z,44.7621667,-110.966,10.42,1.53,ml,14,99,0.02875,0.14,uu,uu60316817,2019-03-18T15:28:03.320Z,"15km NE of West Yellowstone, Montana",earthquake,0.46,0.66,0.117,3,reviewed,uu,uu
2019-03-17T16:00:01.330Z,46.2605,-122.058666666667,11.52,0.75,ml,19,101,,0.16,uw,uw61514387,2019-03-19T18:07:05.590Z,"37km SSE of Morton, Washington",earthquake,0.35,0.68,0.24633961261675,15,reviewed,uw,uw
2019-03-17T15:48:02.780Z,38.822834,-122.810997,2.17,0.55,md,10,85,0.000913,0.04,nc,nc73153381,2019-03-17T16:42:02.715Z,"7km NW of The Geysers, CA",earthquake,0.4,0.57,,1,automatic,nc,nc
2019-03-17T15:47:46.570Z,-23.5654,-179.6057,534.95,4.5,mb,,63,6.192,0.67,us,us1000jhhv,2019-03-18T19:06:49.040Z,"South of the Fiji Islands",earthquake,10.4,7.7,0.054,105,reviewed,us,us
2019-03-17T15:34:56.840Z,18.9108333,-155.2795,13.46,3.26,ml,66,245,0.2984,0.17,hv,hv70869642,2019-03-18T19:05:33.040Z,"38km SSE of Pahala, Hawaii",earthquake,0.53,0.8,0.217,47,reviewed,hv,hv
2019-03-17T15:33:40.940Z,45.8686667,-111.357,4.83,1.43,ml,8,97,0.299,0.17,mb,mb80338059,2019-03-18T14:02:32.900Z,"2km NW of Manhattan, Montana",earthquake,0.55,10.82,0.007,2,reviewed,mb,mb
2019-03-17T15:31:44.250Z,39.0491667,-110.953,2.32,1.54,ml,18,104,0.2151,0.06,uu,uu60316812,2019-03-19T17:29:41.390Z,"16km ESE of Ferron, Utah",earthquake,0.32,6.48,0.062,3,reviewed,uu,uu
2019-03-17T15:30:23.380Z,19.4061661,-155.2836609,0.07,1.76,md,22,40,0.01144,0.11,hv,hv70869637,2019-03-17T15:33:25.880Z,"5km WSW of Volcano, Hawaii",earthquake,0.14,0.2,0.38,17,automatic,hv,hv
2019-03-17T15:28:53.600Z,47.4871666666667,-121.733333333333,16.71,1.94,ml,25,75,,0.09,uw,uw61514382,2019-03-19T18:02:46.442Z,"1km NE of Tanner, Washington",earthquake,0.36,0.27,0.213771709975548,20,reviewed,uw,uw
2019-03-17T15:07:38.450Z,33.4968333,-116.7875,6.12,0.47,ml,20,95,0.01885,0.07,ci,ci38272639,2019-03-18T18:36:42.598Z,"9km NE of Aguanga, CA",earthquake,0.15,0.33,0.102,8,reviewed,ci,ci
2019-03-17T15:07:05.190Z,-6.8469,127.4023,405.54,4.3,mb,,55,4.025,0.62,us,us1000jhhi,2019-03-17T15:47:54.040Z,"276km NE of Dili, East Timor",earthquake,7.8,6.5,0.098,29,reviewed,us,us
2019-03-17T15:04:40.080Z,19.4255009,-155.6139984,-2.09,1.76,md,21,100,0.02602,0.3,hv,hv70869602,2019-03-17T15:08:00.480Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.41,0.47,0.21,8,automatic,hv,hv
2019-03-17T15:01:15.580Z,36.06,-117.6913333,2.16,0.63,ml,9,86,0.06925,0.12,ci,ci38272631,2019-03-18T13:48:23.964Z,"23km E of Coso Junction, CA",earthquake,0.34,0.44,0.043,6,reviewed,ci,ci
2019-03-17T14:59:36.360Z,39.0491667,-110.95,2.14,1.07,ml,9,154,0.217,0.06,uu,uu60316807,2019-03-19T19:54:30.570Z,"16km ESE of Ferron, Utah",earthquake,0.32,31.61,0.03,2,reviewed,uu,uu
2019-03-17T14:58:33.100Z,37.6723333,-118.8568333,3.86,0.39,md,14,154,0.0338,0.08,nc,nc73153371,2019-03-18T18:28:03.780Z,"11km ENE of Mammoth Lakes, CA",earthquake,0.51,0.76,0.178,13,reviewed,nc,nc
2019-03-17T14:57:49.646Z,36.6326,-116.2585,7.4,-0.2,ml,6,128.97,0.066,0.0728,nn,nn00680171,2019-03-18T02:05:56.172Z,"53km NNW of Pahrump, Nevada",earthquake,,2.7,0.52,3,reviewed,nn,nn
2019-03-17T14:48:23.810Z,36.6071,142.9063,10,4.7,mb,,153,2.107,0.53,us,us1000jhh9,2019-03-18T19:07:54.040Z,"187km ESE of Iwaki, Japan",earthquake,9.6,1.9,0.084,43,reviewed,us,us
2019-03-17T14:34:38.660Z,38.8051682,-122.8255005,2.29,0.44,md,11,103,0.00468,0.05,nc,nc73153361,2019-03-17T16:16:03.572Z,"7km WNW of The Geysers, CA",earthquake,0.45,0.71,0.13,2,automatic,nc,nc
2019-03-17T14:32:36.360Z,19.4126667,-155.3206667,3.69,2.17,ml,24,95,0.02041,0.1,hv,hv70869567,2019-03-18T17:45:59.990Z,"8km WSW of Volcano, Hawaii",earthquake,0.28,0.51,0.186,23,reviewed,hv,hv
2019-03-17T14:27:21.380Z,36.6371,142.8205,10,4.7,mb,,140,2.034,0.55,us,us1000jhh2,2019-03-18T19:09:34.040Z,"178km ESE of Iwaki, Japan",earthquake,8.8,1.9,0.074,55,reviewed,us,us
2019-03-17T14:25:45.280Z,32.778,-115.445,14.05,1.91,ml,35,38,0.02729,0.26,ci,ci38272599,2019-03-19T16:43:30.660Z,"7km WSW of Holtville, CA",earthquake,0.35,0.51,0.182,36,reviewed,ci,ci
2019-03-17T14:18:53.600Z,-29.9036,-72.0883,10,4.5,mb,,168,0.862,0.87,us,us1000jhgw,2019-03-17T15:10:42.040Z,"72km W of Coquimbo, Chile",earthquake,6,1.6,0.242,5,reviewed,us,us
2019-03-17T14:16:53.090Z,33.9903333,-116.69,14.76,0.87,ml,40,71,0.05942,0.12,ci,ci38272583,2019-03-19T16:29:09.661Z,"12km WSW of Morongo Valley, CA",earthquake,0.16,0.28,0.066,17,reviewed,ci,ci
2019-03-17T14:16:39.082Z,61.4334,-150.0459,40.2,1,ml,,,,0.46,ak,ak0193hx9yf1,2019-03-17T21:38:21.272Z,"10km SSW of Big Lake, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2019-03-17T14:16:32.169Z,61.4376,-146.6509,21.8,1.9,ml,,,,0.96,ak,ak0193hx9xxv,2019-03-17T14:22:00.284Z,"37km NNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-17T14:13:33.760Z,39.0488333,-110.951,1.71,0.9,ml,10,154,0.2162,0.05,uu,uu60316802,2019-03-19T19:50:49.680Z,"16km ESE of Ferron, Utah",earthquake,0.33,31.61,0.068,2,reviewed,uu,uu
2019-03-17T14:11:39.802Z,61.3759,-150.0876,44.4,1.4,ml,,,,0.74,ak,ak0193hx8vy4,2019-03-17T14:14:08.089Z,"17km SSW of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-03-17T14:10:40.901Z,37.3032,-117.474,1.1,1.1,ml,16,97.52,0.154,0.2519,nn,nn00680153,2019-03-19T21:36:55.793Z,"49km SSW of Goldfield, Nevada",earthquake,,3.2,0.27,8,reviewed,nn,nn
2019-03-17T14:04:16.289Z,61.2868,-146.8354,12.3,2.9,ml,,,,0.79,ak,ak0193hx7c4t,2019-03-18T18:59:55.040Z,"31km NW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-17T14:04:04.750Z,40.0681667,-120.8816667,-1.39,1.76,md,9,141,0.02411,0.24,nc,nc73153356,2019-03-18T20:43:04.197Z,"4km W of Taylorsville, CA",earthquake,1.53,2.85,0.083,6,reviewed,nc,nc
2019-03-17T14:00:22.670Z,37.6306667,-118.9235,4.04,-0.09,md,9,180,0.017,0.07,nc,nc73153351,2019-03-18T17:55:14.386Z,"5km E of Mammoth Lakes, CA",earthquake,1.39,1.6,0.088,7,reviewed,nc,nc
2019-03-17T13:51:36.240Z,19.3685,-68.6208,145,3.13,md,6,347,0.8875,0.26,pr,pr2019076008,2019-03-17T17:02:12.040Z,"71km NE of Santa Barbara de Samana, Dominican Republic",earthquake,9.05,11.13,0.41,6,reviewed,pr,pr
2019-03-17T13:51:30.470Z,39.089,-110.982,9.72,1.01,md,6,135,0.2261,0.23,uu,uu60316797,2019-03-19T19:46:40.870Z,"13km E of Ferron, Utah",earthquake,1.7,7.12,0.577,5,reviewed,uu,uu
2019-03-17T13:28:46.705Z,60.7889,-151.0114,70.1,1.5,ml,,,,0.29,ak,ak0193hwr41q,2019-03-17T13:31:59.373Z,"18km NE of Nikiski, Alaska",earthquake,,1.2,,,automatic,ak,ak
2019-03-17T13:17:53.950Z,17.9608,-66.1636,15,1.95,md,10,202,0.0569,0.15,pr,pr2019076009,2019-03-17T16:26:26.317Z,"0km NNE of Jobos, Puerto Rico",earthquake,0.51,0.61,0.5,10,reviewed,pr,pr
2019-03-17T13:13:17.900Z,69.5283,-144.2024,5,3.4,ml,,,,0.74,ak,ak0193hwnu43,2019-03-18T18:58:24.040Z,"70km SSW of Kaktovik, Alaska",earthquake,,0,,,reviewed,ak,ak
2019-03-17T13:01:55.730Z,37.6665,-118.8583333,2.63,0.34,md,15,143,0.03361,0.07,nc,nc73153341,2019-03-18T18:56:02.928Z,"11km ENE of Mammoth Lakes, CA",earthquake,0.36,0.58,0.173,15,reviewed,nc,nc
2019-03-17T12:44:23.050Z,24.4723,121.9534,21.01,4,mwr,,73,0.442,0.55,us,us1000jhfy,2019-03-17T13:08:00.040Z,"17km SE of Su'ao, Taiwan",earthquake,1.8,5.9,0.075,17,reviewed,us,us
2019-03-17T12:39:38.959Z,61.5242,-146.3352,19.5,1.7,ml,,,,0.94,ak,ak0193hw80rg,2019-03-17T12:44:10.188Z,"43km N of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-17T12:39:32.190Z,37.3067,-117.4967,1.5,0.6,ml,6,187.09,0.186,0.05,nn,nn00680151,2019-03-17T12:41:12.708Z,"50km SSW of Goldfield, Nevada",earthquake,,7.2,,,automatic,nn,nn
2019-03-17T12:38:59.250Z,19.681,-68.9173,126,3.32,md,19,343,0.4758,0.59,pr,pr2019076007,2019-03-17T16:35:26.316Z,"68km NE of Santa Barbara de Samana, Dominican Republic",earthquake,7.88,12.07,0.4,23,reviewed,pr,pr
2019-03-17T12:36:18.423Z,61.9048,-149.4808,38.1,1.5,ml,,,,0.51,ak,ak0193hw7bzm,2019-03-17T12:38:48.464Z,"22km NW of Fishhook, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-03-17T12:13:50.920Z,38.7926674,-122.779335,0.61,0.56,md,7,120,0.006727,0.04,nc,nc73153336,2019-03-17T13:02:02.422Z,"3km NW of The Geysers, CA",earthquake,0.56,0.73,,1,automatic,nc,nc
2019-03-17T12:11:56.820Z,38.8378334,-122.7845001,0.82,1.16,md,17,82,0.0046,0.03,nc,nc73153331,2019-03-17T15:23:02.260Z,"6km WNW of Cobb, CA",earthquake,0.2,0.3,0.04,6,automatic,nc,nc
2019-03-17T12:11:36.140Z,38.8388333,-122.785,0.92,0.3,md,12,87,0.004195,0.01,nc,nc73153326,2019-03-20T01:19:02.055Z,"6km WNW of Cobb, CA",earthquake,0.31,0.62,0.038,2,reviewed,nc,nc
2019-03-17T12:11:22.250Z,38.8376667,-122.7843333,0.97,1.26,md,34,68,0.004752,0.03,nc,nc73153321,2019-03-19T22:52:04.178Z,"6km WNW of Cobb, CA",earthquake,0.11,0.17,0.113,6,reviewed,nc,nc
2019-03-17T12:05:15.340Z,43.4174,-127.6294,10,3.1,ml,,274,2.622,0.57,us,us1000jhfg,2019-03-17T13:13:55.438Z,"263km W of Bandon, Oregon",earthquake,11.6,2,0.046,62,reviewed,us,us
2019-03-17T12:03:37.110Z,36.8635,-117.4543333,3.5,2,ml,20,59,0.15,0.16,ci,ci38272415,2019-03-19T18:28:46.396Z,"40km NW of Stovepipe Wells, CA",earthquake,0.27,1.42,0.138,21,reviewed,ci,ci
2019-03-17T12:00:20.920Z,37.4038333,-118.8956667,1.09,1.72,md,25,220,0.1933,0.04,nc,nc73153311,2019-03-19T03:42:02.478Z,"26km SW of Toms Place, CA",earthquake,0.59,2.03,0.17,22,reviewed,nc,nc
2019-03-17T12:00:19.950Z,36.8698333,-117.4553333,6.53,1.02,ml,12,99,0.1448,0.18,ci,ci38272407,2019-03-19T19:23:25.432Z,"40km NW of Stovepipe Wells, CA",earthquake,0.36,1.62,0.162,6,reviewed,ci,ci
2019-03-17T11:59:36.314Z,61.4765,-150.0639,33.8,1.8,ml,,,,0.83,ak,ak0193hvqv8f,2019-03-17T12:03:01.730Z,"7km SW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-17T11:52:36.010Z,33.434,-116.4958333,12.5,1.36,ml,58,43,0.1067,0.24,ci,ci37211124,2019-03-19T16:06:36.591Z,"21km NE of Warner Springs, CA",earthquake,0.25,0.59,0.103,46,reviewed,ci,ci
2019-03-17T11:52:34.080Z,33.4378333,-116.4948333,12.42,1.34,ml,79,39,0.1031,0.2,ci,ci38272391,2019-03-19T15:54:06.050Z,"21km SE of Anza, CA",earthquake,0.15,0.38,0.145,45,reviewed,ci,ci
2019-03-17T11:49:53.190Z,33.4366667,-116.4818333,12.37,0.28,ml,19,105,0.09841,0.15,ci,ci37211116,2019-03-19T15:39:46.430Z,"22km SE of Anza, CA",earthquake,0.34,0.77,0.085,9,reviewed,ci,ci
2019-03-17T11:49:51.490Z,33.435,-116.4818333,14.35,0.57,ml,32,44,0.09987,0.19,ci,ci38272383,2019-03-19T15:32:40.650Z,"22km NE of Warner Springs, CA",earthquake,0.27,0.48,0.143,11,reviewed,ci,ci
2019-03-17T11:49:46.412Z,38.4028,-118.8659,18.5,0.5,ml,4,291.89,0.321,0.0573,nn,nn00680412,2019-03-19T21:06:07.552Z,"25km WSW of Hawthorne, Nevada",earthquake,,14.1,0.06,2,reviewed,nn,nn
2019-03-17T11:49:39.270Z,37.7368,21.0227,10,4.9,mb,,124,0.908,0.89,us,us1000jhfc,2019-03-18T23:30:17.024Z,"12km ESE of Zakynthos, Greece",earthquake,5.4,2,0.065,73,reviewed,us,us
2019-03-17T11:48:14.890Z,62.1059,-150.7971,70,1.8,ml,,,,0.16,ak,ak0193hvogoh,2019-03-17T11:53:49.751Z,"43km SW of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-03-17T11:46:39.556Z,57.8351,-153.7121,46.5,2.2,ml,,,,0.47,ak,ak0193hvo35y,2019-03-17T11:52:09.037Z,"36km NNE of Larsen Bay, Alaska",earthquake,,2.6,,,automatic,ak,ak
2019-03-17T11:33:24.200Z,36.043,-117.5686667,2.01,0.47,ml,18,80,0.06626,0.12,ci,ci38272375,2019-03-19T21:15:21.572Z,"33km ENE of Little Lake, CA",earthquake,0.17,0.26,0.071,4,reviewed,ci,ci
2019-03-17T11:24:49.210Z,38.8083344,-122.8236694,1.99,0.88,md,13,83,0.004337,0.05,nc,nc73153306,2019-03-17T12:01:03.081Z,"7km WNW of The Geysers, CA",earthquake,0.32,0.57,0.05,3,automatic,nc,nc
2019-03-17T11:20:20.060Z,38.8375,-122.8731667,1.72,0.47,md,11,136,0.004337,0.05,nc,nc71110189,2019-03-19T02:08:23.841Z,"12km WNW of The Geysers, CA",earthquake,0.36,0.65,0.28,3,reviewed,nc,nc
2019-03-17T11:20:17.960Z,38.8056667,-122.8301667,1.55,-0.14,md,9,88,0.003289,0.02,nc,nc73153301,2019-03-19T02:05:53.280Z,"7km WNW of The Geysers, CA",earthquake,0.53,0.77,,1,reviewed,nc,nc
2019-03-17T11:15:49.500Z,36.0661667,-120.6578333,1.35,0.68,md,22,123,0.05002,0.1,nc,nc73153296,2019-03-18T21:25:03.474Z,"23km ENE of San Ardo, CA",earthquake,0.48,3.7,0.235,9,reviewed,nc,nc
2019-03-17T11:11:56.750Z,38.8073349,-122.8199997,2.45,1.12,md,15,75,0.007333,0.05,nc,nc73153291,2019-03-17T13:38:02.639Z,"6km WNW of The Geysers, CA",earthquake,0.37,0.61,,4,automatic,nc,nc
2019-03-17T11:07:40.256Z,35.6523,-116.6634,2.3,0.6,ml,11,210.52,0.401,0.1906,nn,nn00680169,2019-03-18T02:05:54.745Z,"43km N of Fort Irwin, California",earthquake,,3.1,0.64,3,reviewed,nn,nn
2019-03-17T10:58:29.820Z,38.8388329,-122.8404999,2.1,0.56,md,11,106,0.01627,0.01,nc,nc73153286,2019-03-17T13:12:03.515Z,"10km NW of The Geysers, CA",earthquake,0.31,0.92,0.01,2,automatic,nc,nc
2019-03-17T10:46:24.094Z,60.2545,-152.2199,90,2.3,ml,,,,0.62,ak,ak0193hv2mdk,2019-03-17T10:54:07.815Z,"38km SE of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-17T10:34:15.824Z,63.0421,-148.949,5.9,1.8,ml,,,,0.32,ak,ak0193hv015a,2019-03-17T10:38:03.975Z,"38km S of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-17T10:33:02.070Z,36.8606667,-117.4485,2.06,2.24,ml,23,62,0.1504,0.17,ci,ci38272351,2019-03-18T21:56:42.091Z,"39km NW of Stovepipe Wells, CA",earthquake,0.22,1.43,0.137,30,reviewed,ci,ci
2019-03-17T10:15:33.290Z,38.9098333,-122.9026667,3.31,0.63,md,23,257,0.05539,0.03,nc,nc73153276,2019-03-18T18:47:22.988Z,"9km SW of Kelseyville, CA",earthquake,0.51,0.85,0.289,5,reviewed,nc,nc
2019-03-17T10:14:26.270Z,38.9091667,-122.9018333,3.58,0.91,md,30,264,0.05453,0.04,nc,nc73153271,2019-03-19T15:26:03.632Z,"9km SW of Kelseyville, CA",earthquake,0.68,0.46,0.176,5,reviewed,nc,nc
2019-03-17T10:10:20.630Z,37.4058333,-118.8948333,1.54,1.2,md,26,219,0.1912,0.04,nc,nc73153266,2019-03-19T02:13:02.954Z,"26km SW of Toms Place, CA",earthquake,0.54,1.97,0.149,22,reviewed,nc,nc
2019-03-17T10:05:26.390Z,19.3193333,-155.2188333,7.37,2.22,ml,39,78,0.0383,0.09,hv,hv70869317,2019-03-18T18:18:45.140Z,"12km S of Volcano, Hawaii",earthquake,0.26,0.56,0.176,32,reviewed,hv,hv
2019-03-17T10:04:40.460Z,32.7855,-115.4475,11.91,1.23,ml,19,65,0.01977,0.18,ci,ci38272343,2019-03-19T15:18:29.275Z,"7km WSW of Holtville, CA",earthquake,0.38,0.41,0.093,6,reviewed,ci,ci
2019-03-17T09:59:54.629Z,64.9196,-149.0014,25.1,2,ml,,,,0.58,ak,ak0193huk00r,2019-03-17T10:04:17.415Z,"38km N of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-17T09:54:01.090Z,19.1153336,-155.4463348,9.91,1.71,md,35,238,0.04257,0.25,hv,hv70869297,2019-03-17T09:57:27.460Z,"10km SSE of Pahala, Hawaii",earthquake,0.75,0.85,0.3,8,automatic,hv,hv
2019-03-17T09:49:06.707Z,60.3932,-147.4102,19.5,2.4,ml,,,,0.94,ak,ak0193huhskb,2019-03-17T10:20:46.040Z,"81km ESE of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-17T09:43:48.410Z,38.7481651,-122.6965027,1.02,1.16,md,8,135,0.0201,0.03,nc,nc73153261,2019-03-17T11:39:03.936Z,"3km S of Anderson Springs, CA",earthquake,0.39,0.52,0.15,5,automatic,nc,nc
2019-03-17T09:43:01.910Z,41.5726667,-122.2378333,8.55,0.67,md,8,171,0.05606,0.04,nc,nc73154651,2019-03-20T18:02:02.938Z,"18km NE of Carrick, CA",earthquake,0.59,0.45,0.292,7,reviewed,nc,nc
2019-03-17T09:40:56.974Z,65.1168,-147.7295,30.2,0.6,ml,,,,0.72,ak,ak0193hufyzl,2019-03-17T09:47:43.356Z,"29km N of College, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-03-17T09:38:46.522Z,61.4518,-149.8588,32.4,1.7,ml,,,,0.65,ak,ak0193hufirp,2019-03-17T09:50:54.298Z,"9km SSE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-17T09:35:09.182Z,39.9277,-120.0508,9,0.6,ml,4,188.8,0.174,0.1031,nn,nn00680160,2019-03-18T02:05:44.617Z,"28km NNW of Cold Springs, Nevada",earthquake,,5.2,0.19,2,reviewed,nn,nn
2019-03-17T09:28:24.570Z,33.9813333,-117.2453333,14.21,1.73,ml,109,18,0.06812,0.17,ci,ci38272335,2019-03-19T15:12:33.110Z,"6km NNW of Moreno Valley, CA",earthquake,0.11,0.2,0.152,89,reviewed,ci,ci
2019-03-17T09:27:13.940Z,37.8509,-105.2769,15.2,1.4,ml,,245,0.206,0.35,us,us1000jijm,2019-03-19T14:30:00.040Z,"35km SSE of Westcliffe, Colorado",earthquake,2.6,5.5,0.105,12,reviewed,us,us
2019-03-17T09:23:26.240Z,33.4861667,-116.7925,6.39,0.41,ml,34,69,0.02694,0.14,ci,ci38272319,2019-03-19T14:44:21.852Z,"8km NE of Aguanga, CA",earthquake,0.17,0.38,0.107,13,reviewed,ci,ci
2019-03-17T09:23:23.820Z,33.521,-116.5585,14.36,0,ml,15,106,0.04304,0.12,ci,ci37210956,2019-03-19T14:49:25.478Z,"11km ESE of Anza, CA",earthquake,0.3,0.5,0.221,5,reviewed,ci,ci
2019-03-17T09:22:46.300Z,15.5988,145.6826,155.42,4.6,mb,,82,0.37,0.7,us,us1000jhdl,2019-03-17T09:42:48.040Z,"43km N of Northern Islands Municipality - Mayor's Office, Northern Mariana Islands",earthquake,13.3,3.7,0.08,46,reviewed,us,us
2019-03-17T09:11:42.600Z,37.7517,-105.3877,10.79,1.4,ml,,220,0.09,0.38,us,us1000jijj,2019-03-19T14:24:24.040Z,"43km S of Westcliffe, Colorado",earthquake,4.6,6,0.105,12,reviewed,us,us
2019-03-17T09:06:05.960Z,33.5445,-116.4128333,9.06,0.56,ml,16,175,0.07613,0.13,ci,ci38272311,2019-03-18T13:49:26.724Z,"16km SW of La Quinta, CA",earthquake,0.37,0.72,0.136,4,reviewed,ci,ci
2019-03-17T09:03:33.120Z,42.7119,-29.1102,10,4.6,mb,,90,5.652,0.46,us,us1000jhds,2019-03-17T09:54:35.040Z,"Azores Islands region",earthquake,11.7,1.9,0.098,31,reviewed,us,us
2019-03-17T09:01:55.403Z,60.3111,-153.144,126.4,2.2,ml,,,,0.63,ak,ak0193hu7lys,2019-03-17T09:05:24.422Z,"29km SW of Redoubt Volcano, Alaska",earthquake,,1.2,,,automatic,ak,ak
2019-03-17T08:48:17.500Z,37.6376667,-118.8295,5.21,-0.08,md,8,164,0.00507,0.04,nc,nc73153251,2019-03-18T17:43:41.755Z,"13km E of Mammoth Lakes, CA",earthquake,0.62,1.2,0.158,8,reviewed,nc,nc
2019-03-17T08:48:14.470Z,19.3138,-68.3028,7,2.41,md,4,240,0.8037,0.35,pr,pr2019076006,2019-03-17T12:30:38.654Z,"81km N of Punta Cana, Dominican Republic",earthquake,2.81,2.98,0.08,3,reviewed,pr,pr
2019-03-17T08:37:26.335Z,63.3053,-149.3682,6.3,1.8,ml,,,,0.73,ak,ak0193httttu,2019-03-17T08:42:09.942Z,"23km WSW of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
