time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-03-20T03:18:06.420Z,33.5158333,-116.7928333,2.72,0.18,ml,14,136,0.007167,0.1,ci,ci38277791,2019-03-20T17:03:21.603Z,"10km NE of Aguanga, CA",earthquake,0.21,0.16,0.162,5,reviewed,ci,ci
2019-03-20T03:16:02.300Z,19.3783333,-155.0815,6.24,3.25,ml,60,145,0.01979,0.11,hv,hv70873932,2019-03-20T07:00:59.908Z,"14km S of Fern Acres, Hawaii",earthquake,0.37,0.25,0.177,46,reviewed,hv,hv
2019-03-20T03:15:30.946Z,69.2694,-145.2266,0,2.2,ml,,,,1.34,ak,ak0193mpbzye,2019-03-20T03:27:56.346Z,"114km SSW of Kaktovik, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-20T03:14:53.770Z,36.6334991,-121.2815018,6.01,1.72,md,13,112,,0.17,nc,nc73154396,2019-03-20T05:51:03.648Z,"17km NW of Pinnacles, CA",earthquake,0.61,2.36,0.27,13,automatic,nc,nc
2019-03-20T03:05:26.310Z,36.071167,-117.6780014,3.35,1.03,ml,8,91,0.08428,0.07,ci,ci38277783,2019-03-20T03:08:49.852Z,"24km E of Coso Junction, CA",earthquake,0.4,1.87,0.322,8,automatic,ci,ci
2019-03-20T02:59:24.410Z,36.074,-117.6718333,1.76,0.78,ml,10,78,0.09002,0.16,ci,ci38277775,2019-03-20T03:03:00.892Z,"25km E of Coso Junction, CA",earthquake,0.34,0.52,0.222,8,automatic,ci,ci
2019-03-20T02:59:10.793Z,61.468,-149.9788,34.6,2.9,ml,,,,0.76,ak,ak0193mozy97,2019-03-20T03:11:13.200Z,"6km SSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-20T02:56:25.700Z,33.5106667,-116.7951667,3.3,0.85,ml,29,37,0.004652,0.16,ci,ci38277767,2019-03-20T03:00:13.466Z,"10km NE of Aguanga, CA",earthquake,0.2,0.47,0.09,18,automatic,ci,ci
2019-03-20T02:56:16.140Z,45.8646667,-111.3545,3.82,1.01,md,12,89,0.302,0.12,mb,mb80338269,2019-03-20T15:02:30.190Z,"1km WNW of Manhattan, Montana",earthquake,0.42,9.78,0.172,7,reviewed,mb,mb
2019-03-20T02:56:05.550Z,33.5105,-116.797,3.7,0.92,ml,36,37,0.003363,0.17,ci,ci38277751,2019-03-20T13:22:57.210Z,"10km NE of Aguanga, CA",earthquake,0.17,0.42,0.093,25,reviewed,ci,ci
2019-03-20T02:52:12.580Z,18.3188,-67.7676,91,2.69,md,5,172,0.7284,0.3,pr,pr2019079001,2019-03-20T05:07:01.454Z,"54km W of Rincon, Puerto Rico",earthquake,3.6,2.55,0.26,5,reviewed,pr,pr
2019-03-20T02:35:04.200Z,19.1118,-67.434,62,2.85,md,4,238,1.0236,0.13,pr,pr2019079002,2019-03-20T05:06:21.262Z,"77km NNW of San Antonio, Puerto Rico",earthquake,1.5,4.29,0.07,4,reviewed,pr,pr
2019-03-20T02:27:56.716Z,37.314,-117.4923,1.6,1.1,ml,17,172.86,0.147,0.1713,nn,nn00680443,2019-03-20T17:37:48.034Z,"49km SSW of Goldfield, Nevada",earthquake,,2.3,0.36,10,reviewed,nn,nn
2019-03-20T02:21:08.300Z,33.658,-116.7111667,15.8,0.93,ml,28,50,0.05309,0.18,ci,ci38277727,2019-03-20T02:24:55.728Z,"9km S of Idyllwild, CA",earthquake,0.31,0.48,0.179,27,automatic,ci,ci
2019-03-20T02:16:51.890Z,19.3851,-67.6491,85,3.28,md,11,234,1.0149,0.27,pr,pr2019079003,2019-03-20T05:05:00.134Z,"114km NNW of San Antonio, Puerto Rico",earthquake,3.36,6.35,0.14,7,reviewed,pr,pr
2019-03-20T02:09:32.549Z,61.0178,-150.8163,15.4,1.5,ml,,,,0.54,ak,ak0193mopa6f,2019-03-20T02:15:11.497Z,"44km NE of Nikiski, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-20T02:07:06.711Z,61.0211,-150.7809,20,1.6,ml,,,,0.81,ak,ak0193moosr3,2019-03-20T02:10:50.052Z,"46km NE of Nikiski, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-03-20T02:04:11.200Z,61.533,-141.1979,0,2.2,ml,,,,0.64,ak,ak0193moo5ys,2019-03-20T02:09:09.375Z,"172km E of Chitina, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-20T01:54:06.062Z,64.1653,-148.8635,0,1.2,ml,,,,0.59,ak,ak0193modfr2,2019-03-20T01:58:16.955Z,"34km N of Healy, Alaska",earthquake,,27.2,,,automatic,ak,ak
2019-03-20T01:54:04.550Z,19.4585,-67.4063,97,3.02,md,5,259,1.3222,0.34,pr,pr2019079000,2019-03-20T05:04:06.574Z,"111km NNW of San Antonio, Puerto Rico",earthquake,10.88,16.92,0.05,3,reviewed,pr,pr
2019-03-20T01:52:59.478Z,61.3895,-150.0781,39.1,1.3,ml,,,,0.36,ak,ak0193mod4fu,2019-03-20T01:58:16.487Z,"16km SSW of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-03-20T01:48:46.800Z,33.656,-116.7123333,15.65,0.92,ml,37,50,0.05504,0.16,ci,ci38277679,2019-03-20T13:23:00.330Z,"9km S of Idyllwild, CA",earthquake,0.25,0.38,0.191,26,reviewed,ci,ci
2019-03-20T01:34:02.710Z,47.1901666666667,-122.825166666667,12.47,0.98,ml,7,129,,0.58,uw,uw61514461,2019-03-20T17:55:03.060Z,"5km WSW of Longbranch, Washington",earthquake,1.67,6.55,0.0563193191082588,3,reviewed,uw,uw
2019-03-20T01:20:11.270Z,38.8148333,-122.8181667,2.37,1.39,md,35,48,0.01046,0.04,nc,nc73154381,2019-03-20T17:39:04.809Z,"7km NW of The Geysers, CA",earthquake,0.16,0.26,0.097,7,reviewed,nc,nc
2019-03-20T01:12:26.271Z,61.4101,-150.7655,53.9,1.7,ml,,,,0.59,ak,ak0193mo4h6j,2019-03-20T01:20:19.109Z,"44km WSW of Big Lake, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-20T01:11:16.930Z,33.4843333,-116.7895,5.18,0.48,ml,12,121,0.09186,0.12,ci,ci38277639,2019-03-20T13:22:19.064Z,"8km ENE of Aguanga, CA",earthquake,0.32,1.14,0.168,11,reviewed,ci,ci
2019-03-20T01:11:14.475Z,62.069,-141.0145,0.1,2.5,ml,,,,0.97,ak,ak0193mo48mb,2019-03-20T02:23:26.040Z,"173km SE of Tok, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-20T01:10:45.060Z,38.8128319,-122.8303299,2.35,0.64,md,9,118,0.004059,0.05,nc,nc73154376,2019-03-20T01:25:04.091Z,"8km WNW of The Geysers, CA",earthquake,0.42,0.98,0.11,2,automatic,nc,nc
2019-03-20T01:00:11.645Z,61.2603,-147.8514,12.8,1.4,ml,,,,0.96,ak,ak0193mnt4rq,2019-03-20T17:53:34.616Z,"70km ESE of Butte, Alaska",earthquake,,2.6,,,reviewed,ak,ak
2019-03-20T00:50:58.471Z,64.8791,-147.3963,14.6,0.6,ml,,,,0.39,ak,ak0193mnr9aq,2019-03-20T00:58:02.667Z,"10km NE of Badger, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-20T00:37:33.810Z,63.5711,-150.8633,9,0.2,ml,,,,0.59,ak,ak0193mnodh6,2019-03-20T17:36:19.989Z,"97km WNW of Cantwell, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-03-20T00:36:52.120Z,45.8483333,-111.3108333,4.11,0.8,ml,7,103,0.31,0.14,mb,mb80338274,2019-03-20T15:07:38.500Z,"1km ESE of Manhattan, Montana",earthquake,1.24,10.69,,0,reviewed,mb,mb
2019-03-20T00:34:13.110Z,33.6953333,-118.2223333,6.91,1.82,ml,35,85,0.06204,0.37,ci,ci38277607,2019-03-20T00:44:43.010Z,"8km SE of San Pedro, CA",earthquake,0.61,1.38,0.179,28,automatic,ci,ci
2019-03-20T00:27:35.693Z,61.2167,-147.0245,0,1.8,ml,,,,0.72,ak,ak0193mnma3n,2019-03-20T00:32:27.205Z,"37km WNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-20T00:25:21.391Z,37.3178,-117.4871,4.1,1.3,ml,12,117.5,0.152,0.2203,nn,nn00680438,2019-03-20T00:46:06.113Z,"48km SSW of Goldfield, Nevada",earthquake,,2.6,0.13,8,reviewed,nn,nn
2019-03-20T00:25:07.560Z,45.8733333,-111.3676667,4.08,1.33,ml,9,95,0.298,0.13,mb,mb80338234,2019-03-20T14:26:57.320Z,"3km NW of Manhattan, Montana",earthquake,0.43,10.07,0.03,2,reviewed,mb,mb
2019-03-20T00:24:12.804Z,37.3424,-117.4976,3.1,1.1,ml,7,187.89,0.161,0.1821,nn,nn00680437,2019-03-20T00:52:16.922Z,"46km SSW of Goldfield, Nevada",earthquake,,4.6,0.03,3,reviewed,nn,nn
2019-03-20T00:08:30.410Z,36.0661667,-117.6825,2.55,0.52,ml,8,87,0.07854,0.05,ci,ci38277559,2019-03-20T13:22:35.754Z,"24km E of Coso Junction, CA",earthquake,0.25,0.29,0.199,4,reviewed,ci,ci
2019-03-20T00:06:27.100Z,36.066,-117.6835,0.42,1.13,ml,14,74,0.07776,0.14,ci,ci38277551,2019-03-20T00:10:04.622Z,"24km E of Coso Junction, CA",earthquake,0.24,0.47,0.197,14,automatic,ci,ci
2019-03-20T00:05:37.570Z,36.0715,-117.6733333,0.89,0.54,ml,9,77,0.08766,0.11,ci,ci38277535,2019-03-20T00:09:18.696Z,"25km E of Coso Junction, CA",earthquake,0.23,0.46,0.08,6,automatic,ci,ci
2019-03-19T23:49:10.690Z,37.8256667,-121.98,8.84,0.91,md,18,81,0.02632,0.05,nc,nc73154371,2019-03-20T00:41:02.824Z,"2km ENE of Danville, CA",earthquake,0.26,0.51,0.225,11,reviewed,nc,nc
2019-03-19T23:39:02.400Z,14.4402,-93.2208,39.21,4.2,mb,,187,1.48,0.96,us,us1000jixi,2019-03-19T23:56:53.040Z,"91km WSW of Puerto Madero, Mexico",earthquake,9.9,14,0.075,49,reviewed,us,us
2019-03-19T23:32:23.530Z,39.6793333,-111.6025,9.95,0.84,md,10,90,0.2381,0.22,uu,uu60317202,2019-03-20T16:15:11.070Z,"6km NNE of Fountain Green, Utah",earthquake,0.65,4.63,0.146,10,reviewed,uu,uu
2019-03-19T23:28:19.370Z,40.291,-121.2591667,-0.16,1.11,md,7,174,0.0972,0.04,nc,nc73154366,2019-03-20T01:32:04.132Z,"3km SW of Chester, CA",earthquake,2.09,1.8,0.164,6,reviewed,nc,nc
2019-03-19T23:20:54.335Z,64.9923,-147.3693,2.4,1.4,ml,,,,0.9,ak,ak0193ldqfph,2019-03-19T23:25:55.163Z,"22km NNE of Badger, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-19T23:13:52.550Z,36.0691667,-117.6816667,1.62,1.53,ml,25,34,0.08071,0.15,ci,ci38277471,2019-03-20T01:01:15.679Z,"24km E of Coso Junction, CA",earthquake,0.17,0.26,0.139,24,reviewed,ci,ci
2019-03-19T23:07:08.520Z,-21.1164,-178.1236,472.55,4.2,mb,,125,4.926,1.28,us,us1000jix1,2019-03-20T02:43:22.040Z,"79km SE of Ndoi Island, Fiji",earthquake,13.2,7.4,0.115,21,reviewed,us,us
2019-03-19T23:07:06.367Z,63.2171,-151.4449,23.8,1.4,ml,,,,0.73,ak,ak0193ldnjxo,2019-03-19T23:15:32.785Z,"120km NW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-19T23:03:41.950Z,36.0725,-117.6791667,1.03,2.19,ml,24,62,0.08423,0.16,ci,ci38277455,2019-03-19T23:14:11.420Z,"24km E of Coso Junction, CA",earthquake,0.22,0.37,0.176,25,automatic,ci,ci
2019-03-19T23:02:44.560Z,36.072,-117.6816667,1.88,2.13,ml,32,33,0.08228,0.16,ci,ci38277447,2019-03-20T18:04:11.822Z,"24km E of Coso Junction, CA",earthquake,0.16,0.27,0.144,31,reviewed,ci,ci
2019-03-19T22:55:35.480Z,19.8295,-155.0366667,37.65,2.14,md,26,219,0.1307,0.1,hv,hv70873422,2019-03-19T23:46:12.570Z,"7km E of Pepeekeo, Hawaii",earthquake,0.72,1.09,0.096,15,reviewed,hv,hv
2019-03-19T22:55:17.230Z,38.787,-122.7266667,1.55,1.45,md,36,48,0.008713,0.08,nc,nc73154361,2019-03-20T01:20:05.062Z,"3km ENE of The Geysers, CA",earthquake,0.19,0.33,0.191,10,reviewed,nc,nc
2019-03-19T22:44:50.200Z,40.4916667,-124.2875,18.27,1.44,md,14,128,0.04138,0.08,nc,nc73154351,2019-03-19T23:56:03.546Z,"10km SSW of Ferndale, CA",earthquake,0.46,0.54,0.259,10,reviewed,nc,nc
2019-03-19T22:44:30.277Z,62.0007,-149.7271,32.7,1.7,ml,,,,0.83,ak,ak0193lda3o3,2019-03-19T22:53:18.488Z,"19km SSE of Y, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-19T22:41:44.150Z,33.4886667,-116.4878333,14.11,2.31,ml,104,18,0.06241,0.2,ci,ci38277423,2019-03-20T17:57:59.910Z,"19km ESE of Anza, CA",earthquake,0.12,0.22,0.174,92,reviewed,ci,ci
2019-03-19T22:41:38.950Z,33.5005,-116.4875,14.84,0.38,ml,13,132,0.05646,0.12,ci,ci38277415,2019-03-19T23:18:39.683Z,"18km ESE of Anza, CA",earthquake,0.48,0.75,0.191,5,reviewed,ci,ci
2019-03-19T22:27:55.525Z,61.3936,-150.0442,33.9,1.3,ml,,,,0.54,ak,ak0193ld6ifl,2019-03-19T22:36:34.283Z,"15km SSW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-19T22:18:33.260Z,33.4943333,-116.7848333,6.5,0.84,ml,32,36,0.08124,0.19,ci,ci38277359,2019-03-20T13:23:23.031Z,"9km NE of Aguanga, CA",earthquake,0.24,0.74,0.136,27,reviewed,ci,ci
2019-03-19T22:15:16.360Z,-20.3778,-176.0511,216.21,4.8,mb,,39,6.16,0.92,us,us1000jiwb,2019-03-19T23:52:29.356Z,"121km NW of Nuku`alofa, Tonga",earthquake,9.9,7.2,0.051,120,reviewed,us,us
2019-03-19T22:14:24.610Z,19.188,-68.2573,114,3.09,md,7,230,0.6854,0.22,pr,pr2019078016,2019-03-19T23:18:30.943Z,"68km NNE of Punta Cana, Dominican Republic",earthquake,5.04,3.87,0.34,6,reviewed,pr,pr
2019-03-19T22:12:27.300Z,2.5845,128.8636,31.62,4.8,mb,,73,2.341,0.79,us,us1000jiwa,2019-03-19T22:29:09.040Z,"134km NE of Tobelo, Indonesia",earthquake,7.6,5.6,0.081,47,reviewed,us,us
2019-03-19T22:09:49.840Z,19.5558,-68.1301,74,3.03,md,8,248,1.0717,0.34,pr,pr2019078015,2019-03-19T23:29:34.040Z,"83km NNE of Punta Cana, Dominican Republic",earthquake,5.53,12.67,0.45,8,reviewed,pr,pr
2019-03-19T21:57:49.931Z,57.3442,-156.4293,79.7,2.2,ml,,,,0.66,ak,ak0193lcrhw1,2019-03-19T22:01:27.170Z,"148km W of Larsen Bay, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-03-19T21:55:27.320Z,38.7736664,-122.7600021,1.49,0.48,md,8,140,0.005368,0.03,nc,nc73154336,2019-03-19T22:06:03.914Z,"0km SW of The Geysers, CA",earthquake,0.64,0.54,0.09,2,automatic,nc,nc
2019-03-19T21:53:16.793Z,62.2689,-150.9072,68.6,2,ml,,,,0.49,ak,ak0193lcqkft,2019-03-19T22:06:38.393Z,"41km W of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-03-19T21:28:49.333Z,63.089,-151.4984,3.4,1.3,ml,,,,0.49,ak,ak0193lcla2t,2019-03-19T21:32:20.781Z,"111km NW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-19T21:22:30.045Z,37.3163,-117.4869,0,1.2,ml,15,173.44,0.152,0.2287,nn,nn00680417,2019-03-19T22:58:04.596Z,"48km SSW of Goldfield, Nevada",earthquake,,0,0.41,7,reviewed,nn,nn
2019-03-19T21:14:29.672Z,37.2947,-117.4887,7,0.9,ml,7,167.2,0.14,0.1262,nn,nn00680416,2019-03-19T22:48:45.315Z,"51km SSW of Goldfield, Nevada",earthquake,,4,0.41,5,reviewed,nn,nn
2019-03-19T21:11:52.230Z,36.0661667,-117.683,0.48,0.52,ml,10,74,0.0782,0.19,ci,ci38277167,2019-03-20T13:23:41.253Z,"24km E of Coso Junction, CA",earthquake,0.4,0.86,0.195,6,reviewed,ci,ci
2019-03-19T21:10:47.649Z,61.4422,-150.0215,39,1.6,ml,,,,1.18,ak,ak0193lchf24,2019-03-19T21:42:42.219Z,"9km SSW of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-03-19T21:07:29.380Z,19.4788333,-155.5946667,-0.91,2.27,ml,33,116,0.006668,0.14,hv,hv70873227,2019-03-19T22:01:04.140Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake,0.37,0.19,0.152,7,reviewed,hv,hv
2019-03-19T21:00:55.807Z,37.3066,-117.4821,5.6,2.3,ml,20,100.75,0.15,0.2198,nn,nn00680411,2019-03-19T22:39:24.426Z,"49km SSW of Goldfield, Nevada",earthquake,,2.1,0.29,9,reviewed,nn,nn
2019-03-19T20:59:02.280Z,39.4038333,-110.305,-1.95,1.41,ml,10,200,0.02554,0.11,uu,uu60317162,2019-03-19T21:49:08.390Z,"18km SSE of East Carbon City, Utah",earthquake,0.85,0.72,0.042,2,reviewed,uu,uu
2019-03-19T20:51:16.140Z,38.791,-122.7436667,2.06,1.63,md,39,43,0.009461,0.07,nc,nc73154326,2019-03-20T01:35:03.149Z,"2km NE of The Geysers, CA",earthquake,0.16,0.31,0.08,8,reviewed,nc,nc
2019-03-19T20:47:46.740Z,37.2655,-117.4896,8.6,1.6,ml,16,108.62,0.129,0.1832,nn,nn00680409,2019-03-19T22:26:55.835Z,"54km SSW of Goldfield, Nevada",earthquake,,1.5,0.25,10,reviewed,nn,nn
2019-03-19T20:46:23.048Z,37.3125,-117.4883,4.9,1.6,ml,18,121.67,0.149,0.2049,nn,nn00680407,2019-03-19T22:02:01.424Z,"49km SSW of Goldfield, Nevada",earthquake,,1.9,0.24,9,reviewed,nn,nn
2019-03-19T20:37:16.370Z,36.072,-117.6781667,1.15,0.59,ml,14,76,0.08463,0.11,ci,ci38277087,2019-03-20T17:31:56.989Z,"24km E of Coso Junction, CA",earthquake,0.17,0.32,0.143,6,reviewed,ci,ci
2019-03-19T20:36:39.120Z,36.8911667,-121.6078333,-0.13,1.37,md,12,98,0.03584,0.09,nc,nc73154321,2019-03-20T01:09:05.337Z,"3km E of Aromas, CA",quarry blast,0.34,31.61,0.382,9,reviewed,nc,nc
2019-03-19T20:35:42.600Z,36.8916667,-121.6073333,-0.13,1.43,md,19,75,0.03617,0.09,nc,nc73154316,2019-03-20T00:43:02.837Z,"3km E of Aromas, CA",quarry blast,0.24,31.61,0.319,13,reviewed,nc,nc
2019-03-19T20:31:55.430Z,33.8536667,-117.4891667,-0.48,1.39,ml,50,43,0.05155,0.25,ci,ci38277079,2019-03-20T17:26:07.971Z,"4km SE of Home Gardens, CA",quarry blast,0.35,31.61,0.138,30,reviewed,ci,ci
2019-03-19T20:29:52.840Z,36.0701667,-117.6785,2.03,1.05,ml,19,60,0.0834,0.12,ci,ci38277063,2019-03-20T17:18:17.139Z,"24km E of Coso Junction, CA",earthquake,0.16,0.25,0.12,8,reviewed,ci,ci
2019-03-19T20:23:04.140Z,46.9036667,-112.5273333,11.36,1.35,ml,12,112,0.102,0.21,mb,mb80338204,2019-03-19T21:02:46.570Z,"13km ESE of Lincoln, Montana",earthquake,0.6,1.03,0.087,2,reviewed,mb,mb
2019-03-19T20:22:49.560Z,40.2248333,-121.5676667,3.11,0.96,md,7,289,0.2041,0.03,nc,nc73154311,2019-03-19T22:05:02.908Z,"15km S of Mineral, CA",earthquake,0.89,3.92,0.111,6,reviewed,nc,nc
2019-03-19T20:20:37.020Z,38.8236656,-122.7978363,2.36,1.11,md,25,45,0.009563,0.04,nc,nc73154306,2019-03-20T00:15:04.663Z,"6km NW of The Geysers, CA",earthquake,0.21,0.41,0.05,6,automatic,nc,nc
2019-03-19T20:13:32.834Z,37.2656,-117.4886,7.3,1.8,ml,19,106.93,0.13,0.1908,nn,nn00680403,2019-03-19T21:43:25.643Z,"54km SSW of Goldfield, Nevada",earthquake,,1.7,0.3,12,reviewed,nn,nn
2019-03-19T20:09:47.060Z,36.0823333,-117.8408333,1.93,1.52,ml,25,52,0.03696,0.1,ci,ci38277031,2019-03-20T16:53:16.500Z,"10km ENE of Coso Junction, CA",earthquake,0.13,0.17,0.197,17,reviewed,ci,ci
2019-03-19T20:05:59.210Z,38.8056679,-122.7945023,2.7,0.81,md,14,67,0.00238,0.03,nc,nc73154301,2019-03-19T20:21:05.358Z,"5km NW of The Geysers, CA",earthquake,0.3,0.6,0.05,3,automatic,nc,nc
2019-03-19T20:05:47.750Z,36.054,-117.6501667,1.41,1.33,ml,22,56,0.09761,0.12,ci,ci38277023,2019-03-19T20:47:37.539Z,"26km ENE of Little Lake, CA",earthquake,0.13,0.22,0.181,18,reviewed,ci,ci
2019-03-19T19:58:19.192Z,61.3097,-149.9209,34.1,1.4,ml,,,,0.78,ak,ak0193lbks0v,2019-03-19T20:00:50.109Z,"10km N of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-19T19:53:18.100Z,36.0653333,-117.6866667,1.77,1.61,ml,24,40,0.07523,0.13,ci,ci38277007,2019-03-19T23:00:00.660Z,"24km E of Coso Junction, CA",earthquake,0.16,0.25,0.157,25,reviewed,ci,ci
2019-03-19T19:46:20.576Z,61.377,-141.2384,4,1.5,ml,,,,0.53,ak,ak0193lbi7je,2019-03-19T19:59:09.472Z,"159km NNE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-19T19:30:13.063Z,62.0283,-150.8633,63.4,1.2,ml,,,,0.25,ak,ak0193lberi2,2019-03-19T19:32:33.344Z,"51km SW of Talkeetna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2019-03-19T19:15:43.300Z,59.9426,-152.227,68.7,1.7,ml,,,,0.09,ak,ak0193lbbm3d,2019-03-19T19:21:51.335Z,"28km NW of Anchor Point, Alaska",earthquake,,1.8,,,automatic,ak,ak
2019-03-19T19:13:41.640Z,38.8376656,-122.7871704,1.8,0.56,md,6,117,0.002587,0.01,nc,nc73154291,2019-03-19T20:13:03.258Z,"6km WNW of Cobb, CA",earthquake,0.62,1.36,,1,automatic,nc,nc
2019-03-19T19:10:33.140Z,19.4325,-155.6205,-0.3,2.01,ml,37,105,0.02551,0.12,hv,hv70872997,2019-03-19T19:43:46.640Z,"25km E of Honaunau-Napoopoo, Hawaii",earthquake,0.23,0.45,0.214,7,reviewed,hv,hv
2019-03-19T19:08:47.500Z,32.7758333,-116.8846667,-0.27,1.37,ml,19,57,0.06306,0.23,ci,ci38276935,2019-03-19T22:56:21.689Z,"6km NE of Rancho San Diego, CA",quarry blast,0.33,31.61,0.152,16,reviewed,ci,ci
2019-03-19T19:01:50.740Z,46.007,-112.4625,-2,1.87,ml,8,126,0.066,0.09,mb,mb80338189,2019-03-19T20:01:36.430Z,"5km E of Butte, Montana",quarry blast,0.52,31.61,0.063,9,reviewed,mb,mb
2019-03-19T18:56:02.020Z,45.873,-111.3746667,4.06,1.26,ml,9,115,0.3,0.14,mb,mb80338279,2019-03-20T15:14:46.840Z,"3km WNW of Manhattan, Montana",earthquake,0.46,10.71,0.271,6,reviewed,mb,mb
2019-03-19T18:55:00.770Z,34.9988333,-118.1806667,-0.82,1.17,ml,16,68,0.126,0.17,ci,ci38276879,2019-03-19T19:58:12.880Z,"6km S of Mojave, CA",quarry blast,0.38,31.61,0.062,9,reviewed,ci,ci
2019-03-19T18:54:49.040Z,46.7571666666667,-119.849166666667,13.08,0.74,ml,5,155,,0.06,uw,uw61514547,2019-03-19T21:01:16.240Z,"4km ENE of Mattawa, Washington",earthquake,0.47,0.77,0.05577746205279,4,reviewed,uw,uw
2019-03-19T18:52:32.719Z,63.3823,-149.623,101.9,2.5,ml,,,,0.46,ak,ak0193lay3bb,2019-03-20T14:27:43.040Z,"33km W of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-03-19T18:47:40.790Z,33.504,-116.7713333,2.38,0.56,ml,16,128,0.02564,0.08,ci,ci38276863,2019-03-19T22:52:16.355Z,"11km WSW of Anza, CA",earthquake,0.15,0.18,0.084,12,reviewed,ci,ci
2019-03-19T18:41:07.340Z,44.6601667,-110.4515,4.4,1.47,ml,9,121,0.06777,0.19,uu,uu60317147,2019-03-19T19:51:11.340Z,"37km NE of Old Faithful Geyser, Wyoming",earthquake,0.52,1.29,0.297,3,reviewed,uu,uu
2019-03-19T18:32:45.232Z,62.026,-148.769,25.5,1.6,ml,,,,0.26,ak,ak0193lattt7,2019-03-19T18:34:58.207Z,"25km N of Sutton-Alpine, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-03-19T18:32:21.880Z,37.9815,-122.4606667,-0.03,1.18,md,15,97,0.02325,0.1,nc,nc73154281,2019-03-20T00:05:48.571Z,"6km ESE of Santa Venetia, CA",quarry blast,0.33,31.61,0.146,9,reviewed,nc,nc
2019-03-19T18:26:29.620Z,36.071,-117.6785,2.43,0.8,ml,16,74,0.08385,0.08,ci,ci38276831,2019-03-19T22:48:57.136Z,"24km E of Coso Junction, CA",earthquake,0.14,0.29,0.121,7,reviewed,ci,ci
2019-03-19T18:24:32.400Z,33.5086667,-116.4846667,13.65,0.83,ml,32,93,0.05141,0.13,ci,ci38276807,2019-03-19T22:48:44.970Z,"18km ESE of Anza, CA",earthquake,0.21,0.32,0.124,20,reviewed,ci,ci
2019-03-19T18:17:25.080Z,-0.3283,100.3573,58.69,4.4,mb,,94,0.942,0.96,us,us1000jiqb,2019-03-20T14:24:23.040Z,"1km NNW of Kotatua, Indonesia",earthquake,6.6,4.5,0.154,13,reviewed,us,us
2019-03-19T18:10:13.480Z,33.0598333,-114.9673333,-0.25,1.06,ml,8,150,0.08784,0.24,ci,ci38276799,2019-03-19T19:46:01.001Z,"46km NNW of Los Algodones, B.C., MX",quarry blast,0.78,31.61,0.073,5,reviewed,ci,ci
2019-03-19T18:08:16.210Z,44.8403333,-113.0265,0.2,0.87,ml,8,163,0.127,0.26,mb,mb80338284,2019-03-20T15:32:36.540Z,"41km WNW of Lima, Montana",earthquake,2.01,5.03,0.285,4,reviewed,mb,mb
2019-03-19T18:08:09.190Z,36.07,-117.6801667,2.31,0.55,ml,15,75,0.08218,0.1,ci,ci38276783,2019-03-19T19:17:36.196Z,"24km E of Coso Junction, CA",earthquake,0.15,0.32,0.101,6,reviewed,ci,ci
2019-03-19T18:05:23.720Z,33.9798333,-116.8296667,14.09,0.64,ml,16,170,0.05809,0.14,ci,ci38276759,2019-03-19T18:36:37.979Z,"7km NE of Banning, CA",earthquake,0.34,0.84,0.06,6,reviewed,ci,ci
2019-03-19T17:56:35.180Z,46.333,-111.6108333,-2,1.66,ml,6,144,0.334,0.12,mb,mb80338184,2019-03-19T20:05:45.660Z,"7km WNW of Townsend, Montana",quarry blast,0.68,31.61,0.173,6,reviewed,mb,mb
2019-03-19T17:55:17.530Z,19.4435,-155.6116667,-1.11,2.09,ml,30,45,0.01182,0.14,hv,hv70872882,2019-03-19T18:18:46.500Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.22,0.27,0.184,9,reviewed,hv,hv
